avg_Q	avg_score	empowerment	epoch
-0.002197997123003006	-1241.5806388930105	1705.6165771484375	0
0.35079899943369625	-1493.7182493128978	4072.319091796875	1
1.3650056661048255	-1413.0571581250053	9845.7666015625	2
3.5208335889556133	-1141.8393604671191	12804.984375	3
3.732036007535319	-1077.759940380683	13794.1494140625	4
3.9446822969388355	-994.0689209792257	13535.279296875	5
