epoch	avg_score	avg_Q	empowerment
0	-1454.5473155456148	-0.003939042985439301	0.005310871172696352
1	-1453.7823213487738	0.4552184529056825	0.008660710416734219
2	-1425.717841062421	1.4126604135396603	0.0125462356954813
3	-1504.2750259290783	0.2385312314725569	0.025964263826608658
4	-1510.9944680504598	0.43007032959555	0.04177462309598923
5	-1269.4638182913943	2.581564870517693	0.04186007380485535
6	-884.0906077714724	5.430729267254159	0.03048200160264969
7	-885.0284404039494	5.034139731831854	0.07117977738380432
8	-887.4734973520506	4.839027608646467	0.06371394544839859
9	-781.9120380536542	5.561157666426412	0.0809495598077774
10	-762.5061299674173	5.242747421411024	0.13077694177627563
11	-843.2961357410326	5.396041267797064	0.13611510396003723
12	-719.9098012568097	5.612499502399277	0.12008582055568695
13	-689.526095867303	5.678233574285481	0.18587006628513336
14	-682.5333121553673	6.466531746214021	0.23653580248355865
15	-697.7400004508974	5.556697885417194	0.3992062211036682
16	-757.0556862051465	5.495099586341375	0.5155192017555237
17	-457.0359090452015	7.788826391563094	0.4094616770744324
18	-479.5762635591376	7.121282218600026	0.4142124354839325
19	-425.0863200397988	7.632572283020862	0.4582028090953827
20	-383.2129116722704	8.17221645117611	0.6064350605010986
21	-375.95655808021445	7.748001502659156	0.7688641548156738
22	-395.161805813267	7.681860346299334	1.0046862363815308
23	-376.574812290452	8.247278715958528	1.2889797687530518
