state	action	state_	source_mean	source_var	plan_mean	plan_var
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.0859093964099884	-0.04436776041984558	-0.0021141692996025085	-0.06705989688634872
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.0916190892457962	-0.04168654978275299	0.010991103947162628	-0.07007195055484772
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.09748614579439163	-0.039176955819129944	0.023888975381851196	-0.07302916049957275
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.1041417196393013	-0.03682020679116249	0.03589243069291115	-0.0757782906293869
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.11065375059843063	-0.03451193869113922	0.04751886427402496	-0.07833531498908997
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.11700379848480225	-0.032242998480796814	0.05882195010781288	-0.0808458924293518
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.12334373593330383	-0.02994740754365921	0.06995831429958344	-0.08340685814619064
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.12994931638240814	-0.027668507769703865	0.08103246986865997	-0.08602166175842285
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.137243390083313	-0.025319688022136688	0.09214496612548828	-0.08877097070217133
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.14451485872268677	-0.022953301668167114	0.10296693444252014	-0.09162852168083191
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.15200339257717133	-0.02055978775024414	0.11363080143928528	-0.09450032562017441
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.15930619835853577	-0.018054116517305374	0.12383412569761276	-0.09745975583791733
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.16686153411865234	-0.01548471674323082	0.1337212324142456	-0.10048996657133102
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.17388302087783813	-0.012763526290655136	0.14276742935180664	-0.1035580262541771
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.18038098514080048	-0.010047297924757004	0.15093746781349182	-0.1067567989230156
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.18642693758010864	-0.007147923111915588	0.1582196056842804	-0.1100713461637497
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.19218243658542633	-0.004068274050951004	0.16480788588523865	-0.11348725110292435
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.19773799180984497	-0.0007855817675590515	0.17086094617843628	-0.11702138185501099
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.20293761789798737	0.0025901608169078827	0.1762961447238922	-0.12070533633232117
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.20780229568481445	0.0060970596969127655	0.18104645609855652	-0.1245158463716507
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.21264077723026276	0.009856455028057098	0.18551835417747498	-0.1284709870815277
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.2176552414894104	0.013762451708316803	0.18999400734901428	-0.13258880376815796
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.2225639522075653	0.017550654709339142	0.19421418011188507	-0.13687552511692047
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.22774261236190796	0.021383818238973618	0.19858643412590027	-0.14135393500328064
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.2333470582962036	0.02535022422671318	0.20319436490535736	-0.1460450291633606
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.23907232284545898	0.029447585344314575	0.20779457688331604	-0.15094155073165894
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.24490439891815186	0.033580370247364044	0.21262285113334656	-0.15586884319782257
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.25082308053970337	0.03785073012113571	0.21749576926231384	-0.16087061166763306
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.2567230761051178	0.04223347455263138	0.22236815094947815	-0.1661209911108017
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.2623852789402008	0.046708714216947556	0.22706428170204163	-0.1715697944164276
