state	action	state_	source_mean	source_var	plan_mean	plan_var
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.1555578112602234	-0.021758561953902245	0.08311156183481216	0.09661385416984558
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.16160589456558228	-0.018776578828692436	0.09396175295114517	0.09391582012176514
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.17001467943191528	-0.01597284898161888	0.10496046394109726	0.0913608968257904
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.17930583655834198	-0.01328231766819954	0.1162124052643776	0.08883678168058395
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.1891038715839386	-0.01068093627691269	0.12773144245147705	0.08632305264472961
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.1990450769662857	-0.008087045513093472	0.13937395811080933	0.08380603045225143
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.20870822668075562	-0.0055032288655638695	0.15105298161506653	0.08132760226726532
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.21811169385910034	-0.002908126451075077	0.16266030073165894	0.0788557380437851
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.2274060845375061	-0.00031370483338832855	0.17405496537685394	0.07645391672849655
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.23625195026397705	0.0023212730884552	0.18517211079597473	0.07414241135120392
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.24445869028568268	0.005006961524486542	0.19577524065971375	0.07178068906068802
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.25195035338401794	0.0077357105910778046	0.20574478805065155	0.06940483301877975
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.2582167685031891	0.010504104197025299	0.21423578262329102	0.06696360558271408
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.263403058052063	0.013343686237931252	0.22133736312389374	0.06437835842370987
[1 0 0]	1.0	[0.99997188 0.00749993 0.15      ]	-0.26755163073539734	0.01624426059424877	0.22701619565486908	0.06161753833293915
