epoch	avg_score	avg_Q	empowerment
0	-1057.2099961523822	-0.0036644196510314943	0.066461481153965
1	-1298.832800554034	1.2106453824081942	0.09291674941778183
2	-1393.7229187803994	1.319105062808493	0.09383418411016464
3	-1154.8710016987966	3.747881556788136	0.12142825126647949
4	-927.4884023708204	4.701741293051757	0.1317199170589447
5	-701.7479676642104	6.3204520198370755	0.13648229837417603
6	-544.1106469828385	6.851833191869304	0.1486978381872177
7	-394.23224541372406	8.56539278121229	0.1504434198141098
8	-298.31478372720625	8.771167008676478	0.1594330370426178
9	-272.1632106729032	8.484518907701414	0.16468863189220428
10	-247.9427570937244	8.955439123592159	0.17687882483005524
11	-271.642685762679	8.580233089903023	0.18683165311813354
12	-340.83901592249447	8.108922770033793	0.19509007036685944
13	-290.94964255386975	8.31061288295255	0.19800272583961487
14	-316.1268566111128	8.448673595651753	0.19681866466999054
15	-303.9038268708015	8.341476862763251	0.20415008068084717
16	-327.4860230966591	7.906218013169585	0.2076874077320099
17	-446.58671820668803	7.685489100296816	0.21220678091049194
18	-398.59857315407896	7.579729461667218	0.21480071544647217
19	-441.0914498725815	7.66701529326938	0.21068572998046875
20	-391.00366393655287	7.853283074063073	0.22254857420921326
21	-358.9102296616903	8.512993853410165	0.2303851842880249
22	-279.50765623837214	8.896442396133212	0.22524850070476532
23	-291.8616767876381	8.674062669975491	0.23762933909893036
24	-389.2506363769839	7.872501839253633	0.24744775891304016
25	-257.92623732384965	9.10157631577924	0.24301420152187347
26	-220.62870505063572	8.778767190879144	0.2567850351333618
27	-259.5496675750992	8.849191811941637	0.2643446624279022
28	-276.77668282857894	8.38467985759139	0.27211928367614746
29	-232.95576542504662	9.012018934993435	0.2731451690196991
30	-303.3445529329141	8.053300862343294	0.2789421081542969
31	-282.34430953728366	8.370400017716483	0.282124787569046
32	-232.08694197853944	9.011908653315075	0.2841009497642517
33	-365.51343630853137	7.424010888226409	0.3258891701698303
34	-270.67041755019454	8.892015868904554	0.29316893219947815
35	-298.49263543507976	8.87908439780918	0.31442612409591675
36	-373.56113851958077	7.780389748613737	0.3201320469379425
37	-356.2523001765692	7.848553933604615	0.3478372395038605
38	-365.32542246130777	8.260837543206135	0.3545306622982025
39	-364.331583270731	8.015976684363585	0.338880330324173
40	-417.59454596178455	7.534340198524964	0.33148762583732605
41	-291.37850479253785	8.848253371210959	0.3516618609428406
42	-330.93046362199624	8.33279424329522	0.3906698226928711
43	-323.8228638061084	7.875433291511626	0.38901713490486145
44	-212.83148161540635	9.360410317708755	0.37704887986183167
45	-263.81835976049524	8.544700550223434	0.40367671847343445
46	-287.9741887366185	8.807606495682514	0.41130200028419495
47	-317.26363017868533	8.078073890253556	0.439964234828949
48	-262.85246099954344	8.839730185889437	0.43367621302604675
49	-261.5414463367174	8.603251404830619	0.4322723150253296
50	-238.83709523807065	8.632582178155177	0.4546455144882202
51	-245.89524817588097	8.690545830022783	0.45256441831588745
52	-200.93121044679143	9.387103570549648	0.46353206038475037
53	-225.18133163210854	8.90513635272251	0.48880377411842346
54	-236.10482496971073	9.000813177742343	0.4985767602920532
55	-175.70809365703067	9.392387844929022	0.48965689539909363
56	-277.16868640360065	8.71745982879355	0.5515865683555603
57	-239.9431477143574	9.107089387093874	0.5408329367637634
58	-244.45632371139257	8.922223826254294	0.5446061491966248
59	-254.770484688629	8.568761628929453	0.5394934415817261
60	-288.06504432608523	8.494694467559281	0.5664180517196655
61	-212.18307379794348	9.046370464234776	0.5684468746185303
62	-247.4135175034493	8.816258708497694	0.6135511994361877
63	-183.4249462640703	9.080765723810348	0.5979944467544556
64	-193.29322468054252	9.171607222165067	0.6216292977333069
65	-225.82253847554068	8.688243719337404	0.6366388201713562
66	-160.4243875732174	9.326234562979172	0.6418020129203796
67	-288.75154223196813	8.010356595374322	0.6553692817687988
68	-337.8209952255851	7.806976336738229	0.6545588374137878
69	-244.80841783096542	8.967863868089886	0.6765298247337341
70	-218.4661165388891	8.963237751540081	0.6995389461517334
71	-303.1330403535498	8.363297504250367	0.6635370254516602
72	-336.34365019286855	8.207726956294572	0.6779612898826599
73	-425.64276162822364	7.766460772190499	0.706628680229187
74	-323.1085333816185	8.339098667505633	0.7203253507614136
75	-337.3001939805263	8.337012944648832	0.6760203242301941
76	-319.43754789165274	7.829144695029255	0.7052680850028992
77	-353.71545840163805	8.354496901438347	0.7054832577705383
78	-307.77008028200333	8.097830920403473	0.7444967031478882
79	-341.4499730206146	7.95717205157988	0.7580973505973816
80	-303.18896140524305	8.726685776943798	0.7434239387512207
81	-262.1039462546406	8.569763006296824	0.7674523591995239
82	-234.82740193415466	8.877755634573857	0.7660264372825623
83	-295.9655939326622	8.128034566364699	0.7754183411598206
84	-272.18265965790386	8.579620851883828	0.7854857444763184
85	-325.5813297192538	8.209343577613613	0.7997925877571106
86	-250.47047347191975	8.901946417139643	0.8053326606750488
87	-248.08492359394083	8.815491679388618	0.7977051734924316
88	-244.42269187100362	8.64222542990996	0.8113856315612793
89	-226.8728456998807	9.085507407564906	0.8129042983055115
90	-227.54253070983074	8.730152207553028	0.8118167519569397
91	-254.87847962051688	8.505824644068165	0.8160963654518127
92	-335.67794544039185	7.825815867254604	0.8275604248046875
93	-224.12756400888128	9.18229258093516	0.8404735922813416
94	-267.68596719745346	8.604553528998615	0.8244739174842834
95	-223.8537203369075	8.744015976217868	0.8505550622940063
96	-276.43964985665883	8.351481416771646	0.8566656708717346
97	-251.0318899985481	8.781182228199649	0.8738982081413269
98	-223.99609333962323	8.845714345465897	0.8648090958595276
99	-259.69261257101647	8.54917744925305	0.8590307235717773
100	-226.06650106874974	8.731365748921489	0.8686480522155762
101	-266.5645312647191	8.591172194571048	0.8705729842185974
102	-248.47408689863465	8.67771966006774	0.8839232921600342
103	-193.0750748397799	9.251292094043293	0.9054943919181824
104	-207.103949094758	8.99291223415347	0.9005745053291321
105	-228.96834375769865	8.936990409697254	0.8963062167167664
106	-237.42518281473767	8.759885731245342	0.8661341667175293
107	-225.08024583353568	9.127619356509422	0.9165451526641846
108	-206.64554014176142	9.021873914620155	0.9091278910636902
109	-270.04152152674146	8.69612496084839	0.8979234099388123
110	-226.02341537307564	8.957908441438171	0.9169939160346985
111	-256.1936477606314	8.496728995655467	0.9033544659614563
112	-280.2949004807471	8.697244297001617	0.904499351978302
113	-266.7292553613624	8.545768145496108	0.9010787010192871
114	-272.8635425356779	8.670998121562732	0.9035887718200684
115	-289.68815172275106	8.596345502819124	0.9160988330841064
116	-204.37116604859204	9.219726553237297	0.9208311438560486
117	-170.554730323058	9.367694415072918	0.9292888641357422
118	-168.35636002037737	9.092931327028625	0.9288232922554016
119	-202.50567705437254	9.05163037688117	0.9222613573074341
120	-272.50864109860663	8.581370668735728	0.9169278144836426
121	-395.7255434357736	8.066234869586326	0.9065548181533813
122	-324.43376131645687	8.598463219489544	0.924087643623352
123	-241.39160989464676	9.172443327393399	0.9482673406600952
124	-246.8315723479604	8.966734819126192	0.9315948486328125
125	-344.23785412097607	8.015226896727068	0.8972920179367065
126	-221.20371612813398	9.243039067378916	0.958157479763031
127	-245.72130309367512	8.762026380765603	0.9361501336097717
128	-241.89976057050322	9.090953857741738	0.9495337009429932
129	-200.97455407868247	8.959245791933451	0.9502440094947815
130	-252.5444129873912	8.374042992347409	0.943426251411438
131	-197.93604779035942	9.221156784090333	0.9541652798652649
132	-232.23775432169157	8.882817364292423	0.9543995261192322
133	-227.70758702011267	9.01610632272802	0.9409605860710144
134	-197.08315119138499	9.179707033127775	0.9566502571105957
135	-208.13608586442112	9.14815381730713	0.9643514156341553
136	-200.8450769864883	9.500209376933064	0.9669643640518188
137	-208.59123299003411	9.498581208850503	0.9649224281311035
138	-224.48051566569566	8.978529806938402	0.9574007391929626
139	-208.11255791945769	9.200867448161132	0.9766198396682739
140	-218.57109220551044	9.027281449972964	0.959260880947113
141	-240.26262148912232	8.78213105867045	0.9625447392463684
142	-232.6262278587423	8.983471836373942	0.9893837571144104
143	-247.10238030294698	8.279932126588154	0.9701316356658936
144	-219.85197219144072	8.966415480571296	0.9808509945869446
145	-174.82544392901957	9.309906001014594	1.0169897079467773
146	-142.90627752850787	9.401567127604956	1.0032122135162354
147	-157.26495875711265	9.26282569625529	1.008522391319275
148	-203.1551058805661	8.829994261747162	0.9837195873260498
149	-242.5202512620806	8.908288832683061	1.0006301403045654
150	-309.27658228266364	8.237613005310198	0.9738479852676392
151	-266.83423400736746	8.75190779172292	1.0037568807601929
152	-257.0662725620566	8.515806159430104	0.9931420087814331
153	-249.3801230691814	9.012044666089897	1.0083962678909302
154	-181.1845208311148	9.367783160236542	1.0301624536514282
155	-173.18680636086088	9.211387872941106	1.0233076810836792
156	-199.93167448209735	8.98856184486802	1.0359021425247192
157	-317.772228879414	8.186944314466498	1.0061339139938354
158	-248.37716692029417	9.189006936171163	1.0343443155288696
159	-178.13941267937582	9.611955235424796	1.0593630075454712
160	-189.76717526824987	9.466269823936402	1.0822399854660034
161	-170.06531804526054	9.459511345193137	1.0816819667816162
162	-179.48541192706523	9.312837948057997	1.0674481391906738
163	-366.19793537105386	7.543585001120713	0.9619122743606567
164	-271.2239156970464	8.865405867384988	1.0524569749832153
165	-249.82615518083918	9.045600931205989	1.0795177221298218
166	-229.4828380216261	9.276741147009751	1.0833967924118042
167	-231.7077888015448	9.082099763186502	1.0892373323440552
168	-150.0249082057136	9.606050830945929	1.1474943161010742
169	-218.85859436525192	8.822262783650283	1.0669217109680176
170	-208.29062608166967	9.210190740497763	1.137201189994812
171	-196.84962107705545	9.157278963232438	1.1382278203964233
172	-254.87898892561782	8.408143497899932	1.0976381301879883
173	-290.97850200388996	8.258491672765622	1.1167538166046143
174	-302.61033937847776	8.340013710047899	1.1423554420471191
175	-218.5191571910117	9.165787940771512	1.1356054544448853
176	-162.9178446148014	9.514737540299896	1.1961829662322998
177	-181.4946162054706	9.095855980641662	1.192594289779663
178	-216.71132750330423	9.06771609227636	1.1644997596740723
179	-187.8458482640327	9.156014387631986	1.1886855363845825
180	-168.67863607932168	9.34038362806245	1.2281923294067383
181	-153.6854733851188	9.430857582652296	1.218868374824524
182	-202.57341221026056	8.917268930986799	1.237464189529419
183	-189.54493552330524	9.29746927824395	1.2797640562057495
184	-188.65034623218196	9.284855878523134	1.26137375831604
185	-171.41000613959926	9.27808556299077	1.273041009902954
186	-130.7484536609027	9.46978917432264	1.3255077600479126
187	-138.43852682604472	9.479606507604338	1.2943869829177856
188	-167.65728699349148	9.12842285647518	1.271881103515625
189	-157.1644477999855	9.264381292190924	1.3275796175003052
190	-180.2912519750155	9.040165001070616	1.339803695678711
191	-215.85229610057596	8.709955956902105	1.321373462677002
192	-176.2141050835492	9.164769070310344	1.3915743827819824
193	-175.14717374724623	9.183946729068806	1.3590314388275146
194	-142.40172204305662	9.410186111885755	1.4406367540359497
195	-205.21320281568296	8.839442831487627	1.3425344228744507
196	-180.0738607953207	9.213714991250633	1.3806936740875244
197	-193.0689502424959	9.190601124237828	1.4131242036819458
198	-157.99232615382252	9.280946648565806	1.3604108095169067
199	-148.90943188823832	9.416853727666354	0.8022865056991577
200	-153.96420720417103	9.403990251914163	1.4461760520935059
201	-149.7595126943332	9.572295633673363	1.1110527515411377
202	-138.65633696177903	9.45263107418468	1.0695017576217651
203	-185.40842774684864	9.406821934988711	1.2314083576202393
204	-210.18370725527905	9.103981782063643	1.364393711090088
205	-284.2999179184312	8.231679091291404	1.0689513683319092
206	-207.65434192974425	9.217233010657772	1.1908273696899414
207	-194.18586065813935	9.111437485977268	1.1819096803665161
208	-202.6731312778332	9.197225510617583	1.319495677947998
209	-153.78144083569435	9.420567036506215	1.4035266637802124
210	-177.75465861013063	9.127886154230453	1.3582004308700562
211	-244.0417714513855	8.848012120806438	1.2497261762619019
212	-213.6457612064107	9.152892430799527	1.2554609775543213
213	-165.24151084057587	9.333063419829402	1.405857801437378
214	-174.58466160976138	9.268080399094394	1.4428184032440186
215	-149.43950915288977	9.358694359984552	1.4983243942260742
216	-172.94375887242754	9.270470471770745	1.3775439262390137
217	-295.4951593853454	8.440031703548954	1.1825230121612549
218	-248.24567582785335	9.101221072732741	1.390503168106079
219	-266.1177584313071	8.536513802673628	1.3694087266921997
220	-203.26114990845306	9.652722377619671	1.5949623584747314
221	-195.74953245439036	9.160779817735932	1.4647512435913086
222	-186.7189741351746	9.361146632361258	1.4413950443267822
223	-221.2195570398896	8.962549969782126	1.4884240627288818
224	-202.57694642535742	9.256337185497966	1.5865905284881592
225	-151.8793812864288	9.39983548338756	1.5751632452011108
226	-182.26583974551704	9.209193316280299	1.5789395570755005
227	-189.63559664448974	9.02570670858343	1.6145222187042236
228	-160.96858243173696	9.285903610421425	1.6326395273208618
229	-165.15003111489915	9.305924874397773	1.640370488166809
230	-162.24829761926816	9.383400040901762	1.7069541215896606
231	-199.0908608945658	9.004586222484852	1.639472246170044
232	-170.8663439619776	9.303394211513739	1.6612801551818848
233	-165.19827602954317	9.289056873029947	1.7889964580535889
234	-147.29221287196103	9.411625839641825	1.7612779140472412
235	-259.4890427656084	8.710333441787009	1.6089978218078613
236	-186.69458357462224	9.529101108324523	1.7087368965148926
237	-167.4863748409057	9.480883734292792	1.7038487195968628
238	-184.33538652773893	9.35704144121147	1.5218957662582397
239	-230.37303056003145	9.078813582676476	1.4426480531692505
240	-239.41668642154744	9.092875999351888	1.6325268745422363
241	-213.11043607371076	9.248197606501556	1.721268892288208
242	-193.5055617521602	9.132250019722644	1.806023359298706
243	-199.46455001241574	9.082574770556725	1.802276372909546
244	-237.3171061265376	9.07645641367237	0.9736209511756897
245	-209.52483076495145	8.885852132323652	1.4434746503829956
246	-196.20197744948604	9.164898934197376	1.6417040824890137
247	-191.59539810761058	9.367078079894288	1.5959653854370117
248	-221.01829106619022	8.968605862346585	1.6488572359085083
249	-197.5734742337232	9.17047121959636	1.6765583753585815
250	-149.32663098328703	9.530349535515912	1.6430811882019043
251	-146.77908030940708	9.3492833894129	1.717968225479126
252	-166.05641733725383	9.193554946415738	1.7429708242416382
253	-140.49109575365367	9.25805088732109	1.6272059679031372
254	-160.11683785541274	9.390406239250071	1.7922769784927368
255	-140.82313652520833	9.599888926413314	1.8483896255493164
256	-163.76360905993388	9.18793046101268	1.7264138460159302
257	-263.5095770620846	8.500816689973798	1.5297130346298218
258	-236.46849299492277	9.0251407905635	1.5966973304748535
259	-184.82115299550907	9.331003732453278	1.9437177181243896
260	-204.71940677124064	9.245617146787362	1.8324663639068604
261	-144.93811921241584	9.534748880475325	1.8552472591400146
262	-160.50886844720924	9.263114392659565	1.5568333864212036
263	-151.46167166191123	9.409663095459925	1.5858900547027588
