state	action	state_	source_mean	source_var	plan_mean	plan_var
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.11812297999858856	0.0689900666475296	0.07642717659473419	0.07985623180866241
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.10719774663448334	0.07318240404129028	0.08996771275997162	0.07662476599216461
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.09619299322366714	0.07724085450172424	0.10279425978660583	0.07342444360256195
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.08563462644815445	0.08135080337524414	0.11555185168981552	0.07015778124332428
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.07544645667076111	0.08557784557342529	0.12820951640605927	0.06690064072608948
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.06626636534929276	0.08977361023426056	0.14068979024887085	0.0637117475271225
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.05779147148132324	0.093930184841156	0.1530870795249939	0.060539256781339645
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.049884360283613205	0.09807172417640686	0.16545303165912628	0.05748331546783447
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.04246991127729416	0.1022227331995964	0.17778921127319336	0.054486390203237534
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.03545062616467476	0.10633793473243713	0.19002610445022583	0.05140551179647446
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.028544066473841667	0.11049225926399231	0.20224396884441376	0.04819011688232422
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.02163638174533844	0.1147400438785553	0.2144242227077484	0.04492379352450371
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.014774174429476261	0.1190488189458847	0.22644393146038055	0.04171822965145111
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	0.0074911415576934814	0.12341231107711792	0.23868080973625183	0.03835050389170647
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	-0.0003135157749056816	0.12773120403289795	0.251406729221344	0.034937404096126556
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	-0.008594395592808723	0.1320556402206421	0.2646368145942688	0.03146589547395706
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	-0.016898535192012787	0.13643385469913483	0.2778874337673187	0.028022989630699158
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	-0.02512935921549797	0.14090289175510406	0.2909925580024719	0.024412337690591812
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	-0.03317359462380409	0.1453189253807068	0.30379718542099	0.020772412419319153
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	-0.04100861772894859	0.1496007889509201	0.31623995304107666	0.017125755548477173
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	-0.048649657517671585	0.15372221171855927	0.32835182547569275	0.013399265706539154
[0 1 0]	-1.5	[-0.02624699  0.99965549  0.525     ]	-0.0557832196354866	0.15792883932590485	0.33950185775756836	0.009730339050292969
